I,II,V1,V2,V3,V4,V5,V6,III,aVR,aVL,aVF
-112,-78,-97,-414,-522,-522,-248,87,34,95,-73,-22
-24,-48,-78,-405,-458,-458,-209,107,-24,36,0,-36
4,-97,-122,-414,-434,-453,-219,78,-101,46,52,-99
-78,-151,-146,-380,-395,-429,-229,39,-73,114,-2,-112
-58,-73,-126,-312,-302,-366,-195,48,-15,65,-21,-44
92,19,-107,-248,-219,-292,-141,87,-73,-55,82,-27
107,9,-126,-214,-165,-239,-112,82,-98,-58,102,-44
-19,-97,-141,-195,-141,-229,-117,53,-78,58,29,-87
-48,-151,-112,-151,-97,-214,-87,58,-103,99,27,-127
-34,-112,-63,-102,-53,-180,-48,78,-78,73,22,-95
-24,-92,-68,-107,-48,-170,-48,82,-68,58,22,-80
-39,-53,-53,-92,-43,-165,-43,92,-14,46,-12,-33
-58,-53,-43,-78,-19,-156,-39,87,5,55,-31,-24
-58,-24,-43,-68,-19,-156,-53,82,34,41,-46,5
-19,0,-58,-68,-9,-161,-63,68,19,9,-19,9
-4,0,-58,-63,-9,-170,-82,53,4,2,-4,2
-4,-29,-48,-53,-4,-180,-87,43,-25,16,10,-27
-19,9,-53,-53,-4,-180,-92,39,28,5,-23,18
9,43,-58,-63,-14,-180,-97,39,34,-26,-12,38
24,19,-63,-73,-29,-190,-112,29,-5,-21,14,7
14,34,-58,-73,-29,-190,-117,29,20,-24,-3,27
39,68,-48,-68,-19,-180,-117,34,29,-53,5,48
9,29,-29,-58,-4,-156,-102,34,20,-19,-5,24
-19,-34,-29,-43,0,-156,-97,39,-15,26,-2,-24
-43,-43,-24,-39,4,-156,-92,43,0,43,-21,-21
-9,-29,-24,-39,4,-151,-87,48,-20,19,5,-24
-19,-24,-43,-48,-4,-156,-92,14,-5,21,-7,-14
-43,-19,-43,-48,0,-161,-92,19,24,31,-33,2
-78,-14,-48,-48,19,-151,-82,19,64,46,-71,25
-102,-14,-58,-48,19,-146,-87,14,88,58,-95,37
-68,-39,-78,-43,24,-136,-87,14,29,53,-48,-5
-43,-24,-68,-29,29,-126,-92,19,19,33,-31,-2
-24,-29,-63,-24,29,-126,-92,19,-5,26,-9,-17
-48,-73,-63,-19,24,-131,-102,9,-25,60,-11,-49
-58,-131,-63,-19,24,-141,-92,14,-73,94,7,-102
-34,-92,-43,-9,43,-126,-87,34,-58,63,12,-75
-14,-73,-24,-4,53,-126,-73,39,-59,43,22,-66
-24,-73,-29,-4,39,-136,-82,29,-49,48,12,-61
-53,-102,-68,-48,14,-161,-112,0,-49,77,-2,-75
-82,-102,-78,-53,-4,-161,-122,0,-20,92,-31,-61
-82,-53,-78,-39,0,-170,-131,-9,29,67,-55,-12
-73,-68,-87,-43,0,-180,-141,-19,5,70,-39,-31
-68,-68,-73,-19,14,-170,-126,-9,0,68,-34,-34
-48,-58,-53,-14,29,-146,-102,4,-10,53,-19,-34
-43,-82,-48,-14,39,-122,-92,14,-39,62,-2,-60
-82,-82,-53,-24,29,-136,-87,24,0,82,-41,-41
-126,-63,-39,0,53,-117,-78,29,63,94,-94,0
-117,-82,-24,0,68,-92,-68,39,35,99,-76,-23
-117,-126,-34,0,68,-97,-68,39,-9,121,-54,-67
-117,-82,-14,0,58,-112,-73,19,35,99,-76,-23
-73,-58,-29,-4,43,-136,-102,-4,15,65,-44,-21
-73,-39,-43,-14,43,-136,-107,0,34,56,-53,-2
-92,-4,-34,-24,53,-131,-107,4,88,48,-90,42
-102,43,-39,-29,53,-126,-102,4,145,29,-123,94
-73,-4,-34,-14,78,-102,-78,14,69,38,-71,32
-82,0,-24,-4,82,-97,-58,24,82,41,-82,41
-87,-19,-19,0,82,-92,-68,34,68,53,-77,24
-112,-78,-24,4,82,-87,-63,43,34,95,-73,-22
-102,-78,-24,9,92,-87,-58,34,24,90,-63,-27
-92,-48,-14,4,87,-92,-58,43,44,70,-68,-2
-63,-43,-14,4,78,-97,-58,43,20,53,-41,-11
-29,-39,-29,4,78,-122,-73,34,-10,34,-9,-24
-39,-9,-29,4,78,-122,-87,29,30,24,-34,10
-53,0,-9,19,82,-122,-63,29,53,26,-53,26
-53,0,-9,19,97,-92,-53,39,53,26,-53,26
-53,43,-19,19,97,-82,-53,39,96,5,-74,69
-24,68,-34,19,97,-97,-63,19,92,-22,-58,80
-9,48,-39,14,92,-107,-73,0,57,-19,-33,52
-14,29,-58,-14,82,-136,-92,-24,43,-7,-28,36
0,9,-63,-19,78,-126,-102,-34,9,-4,-4,9
-14,-9,-58,-24,73,-107,-73,-14,5,11,-9,-2
-24,19,-58,-19,82,-107,-63,-4,43,2,-33,31
-43,-9,-53,-9,78,-107,-58,0,34,26,-38,12
-87,-43,-43,4,82,-92,-48,14,44,65,-65,0
-82,-19,-39,29,97,-73,-34,29,63,50,-72,22
-53,-24,-34,34,122,-58,-24,34,29,38,-41,2
-24,-39,-14,53,141,-29,-14,39,-15,31,-4,-27
-19,-43,-9,58,165,-4,14,53,-24,31,2,-33
-24,-34,-43,24,146,-34,-19,29,-10,29,-7,-22
-48,-34,-68,4,122,-58,-43,-4,14,41,-31,-10
-48,-34,-68,-4,102,-68,-58,-14,14,41,-31,-10
-43,-48,-63,0,112,-68,-58,-14,-5,45,-19,-26
-48,-58,-43,29,131,-34,-39,14,-10,53,-19,-34
-24,-39,-34,43,156,-24,-19,19,-15,31,-4,-27
0,0,-24,63,170,-9,-4,24,0,0,0,0
14,0,-19,68,190,14,14,29,-14,-7,14,-7
-4,0,-58,43,161,-14,-14,0,4,2,-4,2
-53,-29,-78,39,136,-34,-34,-19,24,41,-38,-2
-63,-19,-63,48,165,-14,-24,-9,44,41,-53,12
-9,9,-58,48,165,-9,-19,-9,18,0,-13,13
9,-9,-58,53,156,-4,-14,-19,-18,0,13,-13
-19,-29,-39,63,190,19,-4,-14,-10,24,-4,-19
-19,-29,-29,78,219,43,19,0,-10,24,-4,-19
-19,-34,-24,82,234,48,24,4,-15,26,-2,-24
-53,-48,-43,78,214,48,14,-4,5,50,-29,-21
-48,-29,-43,78,214,63,19,-14,19,38,-33,-5
-58,-43,-53,73,214,63,19,-14,15,50,-36,-14
-78,-82,-53,68,219,63,24,-19,-4,80,-37,-43
-58,-63,-34,92,253,87,43,-14,-5,60,-26,-34
-34,-14,-24,112,268,102,63,-4,20,24,-27,3
-34,-39,-14,126,287,117,68,0,-5,36,-14,-22
-29,-34,-14,131,297,126,73,4,-5,31,-12,-19
-19,-58,-24,131,292,141,63,-4,-39,38,10,-48
-14,-58,-24,131,307,151,68,-4,-44,36,15,-51
-4,-58,-24,126,312,151,73,-4,-54,31,25,-56
9,-53,-34,122,322,151,82,-4,-62,22,35,-57
14,-39,-9,146,341,185,102,4,-53,12,33,-46
-4,-34,-4,156,336,190,107,9,-30,19,13,-32
-39,-58,-14,161,336,175,102,0,-19,48,-10,-38
-63,-87,-9,170,341,180,107,4,-24,75,-19,-55
-58,-82,-24,165,336,190,97,-9,-24,70,-17,-53
-43,-43,-29,161,331,190,87,-14,0,43,-21,-21
-24,-24,-34,151,336,195,87,-14,0,24,-12,-12
4,9,-19,146,341,200,107,-4,5,-6,0,7
0,19,-9,146,346,204,107,-4,19,-9,-9,19
-4,14,-29,146,346,204,102,-4,18,-5,-11,16
-14,0,-39,141,336,190,97,-14,14,7,-14,7
-34,-9,-39,141,336,204,97,-4,25,21,-29,8
-24,-24,-39,136,326,219,97,0,0,24,-12,-12
-19,-24,-48,126,326,209,107,0,-5,21,-7,-14
-29,-19,-48,122,322,204,107,-4,10,24,-19,-4
-78,-24,-58,117,312,204,102,-14,54,51,-66,15
-102,-24,-58,112,322,204,102,-9,78,63,-90,27
-68,-9,-58,117,307,200,102,-9,59,38,-63,25
-14,39,-68,117,292,200,102,-9,53,-12,-33,46
-14,78,-58,117,292,200,102,-4,92,-32,-53,85
4,78,-34,131,307,204,112,4,74,-41,-35,76
29,87,-34,126,312,209,117,4,58,-58,-14,72
58,126,-34,131,297,209,112,19,68,-92,-5,97
78,146,-34,126,287,214,112,19,68,-112,5,107
48,97,-39,122,273,204,102,19,49,-72,0,73
34,87,-39,102,258,185,102,14,53,-60,-9,70
19,78,-34,112,263,180,107,14,59,-48,-20,68
-9,43,-19,117,278,170,112,19,52,-17,-30,47
-14,48,-34,107,239,165,82,9,62,-17,-38,55
19,68,-39,97,204,136,68,-4,49,-43,-15,58
0,73,-39,78,185,117,87,14,73,-36,-36,73
-39,48,-43,68,170,97,87,24,87,-4,-63,67
-68,24,-43,53,161,82,73,24,92,22,-80,58
-43,43,-53,43,136,78,58,19,86,0,-64,64
-19,82,-29,29,131,63,53,19,101,-31,-60,91
-24,112,-9,58,131,58,53,19,136,-44,-80,124
-34,97,-4,29,122,39,43,24,131,-31,-82,114
-9,87,-29,19,107,34,39,24,96,-39,-52,91
-39,73,-39,9,97,19,34,24,112,-17,-75,92
-58,73,-48,4,82,9,24,24,131,-7,-94,102
-48,78,-63,-9,58,-19,0,14,126,-15,-87,102
-39,82,-73,-39,34,-58,-19,0,121,-21,-80,101
-48,82,-82,-48,14,-92,-39,-14,130,-17,-89,106
-39,82,-87,-63,9,-97,-58,-19,121,-21,-80,101
-53,58,-78,-39,19,-92,-53,0,111,-2,-82,84
-63,92,-73,-19,19,-87,-63,0,155,-14,-109,123
-63,53,-82,-29,14,-92,-68,-9,116,5,-89,84
-63,58,-68,-24,4,-87,-43,0,121,2,-92,89
-39,87,-34,-9,29,-78,-29,24,126,-24,-82,106
-34,92,-4,0,39,-78,-19,34,126,-29,-80,109
-39,97,19,19,43,-82,-9,39,136,-29,-87,116
-34,102,19,9,43,-87,-19,39,136,-34,-85,119
-29,78,4,-9,14,-102,-43,19,107,-24,-68,92
-39,73,-4,-14,-9,-117,-58,14,112,-17,-75,92
-14,82,-9,-19,-14,-122,-68,14,96,-34,-55,89
-4,87,-14,-14,-9,-126,-58,9,91,-41,-47,89
-43,68,-24,-19,0,-141,-58,14,111,-12,-77,89
-73,63,-34,-43,-29,-175,-73,0,136,5,-104,99
-34,73,-34,-68,-39,-180,-92,0,107,-19,-70,90
-34,43,-34,-78,-43,-161,-82,9,77,-4,-55,60
-68,29,-29,-58,-24,-151,-63,14,97,19,-82,63
-63,53,-39,-48,-14,-146,-58,19,116,5,-89,84
-24,78,-43,-39,-4,-136,-48,24,102,-27,-63,90
-4,97,-24,-14,4,-126,-39,19,101,-46,-52,99
-43,68,-19,-24,-14,-141,-39,29,111,-12,-77,89
-82,39,-14,-29,-24,-146,-43,34,121,21,-101,80
-68,14,-29,-39,-29,-161,-53,29,82,27,-75,48
-53,-9,-43,-53,-34,-175,-68,19,44,31,-48,17
-53,-24,-63,-68,-39,-175,-82,9,29,38,-41,2
-82,-39,-87,-68,-43,-175,-82,0,43,60,-62,2
-63,-29,-63,-58,-48,-165,-87,-4,34,46,-48,2
-39,-48,-78,-58,-53,-165,-102,-14,-9,43,-15,-28
-82,-82,-68,-53,-53,-165,-97,-9,0,82,-41,-41
-126,-82,-53,-34,-48,-156,-82,4,44,104,-85,-19
-122,-34,-34,-29,-24,-141,-68,9,88,78,-105,27
-97,-4,-4,-14,-14,-112,-58,29,93,50,-95,44
-92,19,14,14,4,-78,-48,39,111,36,-101,65
-117,-4,14,19,24,-68,-43,39,113,60,-115,54
-112,-9,4,14,14,-87,-43,24,103,60,-107,47
-68,-34,4,19,19,-87,-48,24,34,51,-51,0
-63,-39,-4,4,9,-97,-58,14,24,51,-43,-7
-112,-53,-9,-9,4,-102,-58,14,59,82,-85,3
-126,-82,-14,-14,-9,-102,-78,14,44,104,-85,-19
-131,-97,-19,-19,-9,-102,-78,19,34,114,-82,-31
-122,-68,-24,-19,-14,-112,-73,4,54,95,-88,-7
-117,-63,-29,-29,-19,-112,-82,0,54,90,-85,-4
-112,-58,-34,-39,-24,-112,-97,-4,54,85,-83,-2
-107,-97,-43,-48,-29,-117,-107,-9,10,102,-58,-43
4,161,53,58,58,-39,-29,58,157,-82,-76,159
0,68,53,53,48,-29,-34,68,68,-34,-34,68
-78,-73,-4,4,9,-78,-73,24,5,75,-41,-34
-19,-4,-14,-4,0,-78,-78,19,15,11,-17,5
48,19,9,19,19,-68,-68,29,-29,-33,38,-5
19,0,4,19,9,-78,-78,24,-19,-9,19,-9
-9,-9,0,19,9,-78,-78,19,0,9,-4,-4
-39,-19,-4,19,9,-78,-78,14,20,29,-29,0
-68,-29,-9,19,9,-78,-78,9,39,48,-53,5
-29,-14,-19,9,-9,-78,-78,29,15,21,-22,0
9,0,-24,-4,-9,-82,-78,29,-9,-4,9,-4
-9,-14,-24,-4,-9,-97,-92,19,-5,11,-2,-9
-58,-29,-24,-9,-4,-97,-82,29,29,43,-43,0
-82,-19,-29,-14,-14,-97,-78,24,63,50,-72,22
-102,-34,-39,-34,-29,-112,-92,0,68,68,-85,17
-92,-43,-58,-39,-34,-126,-112,-19,49,67,-70,3
-151,-48,-68,-43,-34,-112,-117,-14,103,99,-127,27
-161,-58,-53,-29,-24,-102,-92,-4,103,109,-132,22
-117,-48,-39,-24,-19,-97,-82,14,69,82,-93,10
-97,-73,-34,-19,-19,-92,-78,9,24,85,-60,-24
-122,-73,-39,-4,-19,-102,-87,-9,49,97,-85,-12
-117,-58,-29,9,-19,-112,-97,-9,59,87,-88,0
-82,-29,-19,-4,-9,-102,-87,4,53,55,-67,12
-92,-34,-24,-24,-9,-102,-68,4,58,63,-75,12
-102,-19,-34,-29,-9,-102,-78,-4,83,60,-92,32
-92,-9,-19,-19,-19,-97,-92,0,83,50,-87,37
-92,-24,-9,-9,-24,-112,-97,-19,68,58,-80,22
-78,-29,-4,4,-24,-117,-92,-34,49,53,-63,10
-68,-39,0,19,-29,-117,-78,-19,29,53,-48,-5
-73,-48,-9,4,-29,-112,-87,-14,25,60,-49,-11
-102,-53,-9,-4,-29,-122,-87,-14,49,77,-75,-2
-107,-53,-4,-9,-24,-112,-82,-9,54,80,-80,0
-87,-53,-4,-4,-14,-102,-73,-4,34,70,-60,-9
-63,-58,-9,-9,-39,-117,-102,-19,5,60,-34,-26
-78,-73,-19,-14,-39,-136,-102,-24,5,75,-41,-34
-73,-34,-4,-19,-39,-122,-92,-19,39,53,-56,2
-48,-14,-29,-24,-58,-136,-92,-19,34,31,-41,10
-43,-4,-39,-34,-63,-151,-107,-29,39,23,-41,17
-29,-14,-48,-43,-63,-156,-117,-34,15,21,-22,0
-48,-34,-58,-53,-68,-161,-122,-34,14,41,-31,-10
-34,-43,-68,-58,-73,-161,-126,-43,-9,38,-12,-26
-53,-24,-58,-53,-63,-156,-117,-34,29,38,-41,2
-102,-58,-58,-48,-78,-161,-126,-48,44,80,-73,-7
-122,-53,-48,-39,-63,-156,-112,-29,69,87,-95,8
-82,-14,-14,-29,-58,-136,-97,-14,68,48,-75,27
-73,-34,-19,-39,-58,-136,-107,-39,39,53,-56,2
-97,-58,-24,-39,-63,-141,-112,-43,39,77,-68,-9
-78,-58,-29,-39,-73,-151,-112,-48,20,68,-49,-19
-53,-43,-34,-48,-73,-161,-112,-48,10,48,-31,-16
-63,-43,-39,-34,-73,-156,-107,-48,20,53,-41,-11
-73,-43,-34,-24,-68,-141,-107,-43,30,58,-51,-6
-107,-48,-24,-19,-58,-136,-92,-39,59,77,-83,5
-107,-39,-19,-14,-53,-131,-107,-39,68,73,-87,14
-78,-34,-29,-24,-53,-136,-112,-43,44,56,-61,5
-34,-24,-29,-24,-53,-141,-107,-29,10,29,-22,-7
-63,-53,-29,-29,-58,-151,-126,-48,10,58,-36,-21
-78,-82,-43,-39,-68,-156,-141,-63,-4,80,-37,-43
-48,-63,-43,-34,-68,-156,-141,-58,-15,55,-16,-39
-63,-34,-29,-29,-68,-156,-131,-53,29,48,-46,-2
-87,-24,-29,-34,-68,-151,-131,-58,63,55,-75,19
-58,-19,-29,-43,-63,-151,-131,-63,39,38,-48,10
-63,-29,-9,-24,-48,-122,-97,-48,34,46,-48,2
-92,-29,4,-4,-34,-122,-82,-24,63,60,-77,17
-39,-4,24,14,-29,-107,-68,-19,35,21,-37,15
-9,19,43,34,-14,-92,-48,-4,28,-5,-18,23
-53,-4,34,24,-24,-107,-68,-24,49,28,-51,22
-78,-43,19,9,-39,-117,-92,-39,35,60,-56,-4
-63,-34,4,0,-43,-126,-112,-48,29,48,-46,-2
-63,-43,-14,-14,-58,-136,-112,-58,20,53,-41,-11
-92,-97,-14,-19,-58,-126,-117,-63,-5,94,-43,-51
-92,-102,-39,-34,-73,-151,-131,-73,-10,97,-41,-56
-102,-78,-39,-39,-73,-156,-126,-68,24,90,-63,-27
-68,-92,-43,-39,-68,-156,-122,-58,-24,80,-22,-58
-78,-92,-58,-58,-68,-165,-131,-68,-14,85,-32,-53
-107,-92,-58,-58,-73,-161,-131,-78,15,99,-61,-38
-122,-73,-48,-48,-73,-151,-131,-68,49,97,-85,-12
-102,-53,-43,-48,-73,-146,-126,-58,49,77,-75,-2
-87,-53,-34,-39,-58,-136,-117,-29,34,70,-60,-9
-97,-82,-4,-14,-43,-117,-102,-14,15,89,-56,-33
-102,-82,4,-4,-34,-117,-78,-24,20,92,-61,-31
-92,-82,0,-9,-39,-126,-97,-34,10,87,-51,-36
-102,-97,4,-9,-48,-136,-102,-43,5,99,-53,-46
-112,-107,9,-4,-43,-122,-92,-34,5,109,-58,-51
-112,-122,14,-4,-43,-122,-97,-34,-10,117,-51,-66
-126,-126,9,-9,-43,-131,-102,-39,0,126,-63,-63
-107,-82,9,-9,-53,-131,-117,-53,25,94,-66,-28
-97,-87,9,-19,-53,-131,-122,-53,10,92,-53,-38
-112,-97,19,-9,-53,-131,-122,-48,15,104,-63,-41
-131,-53,29,4,-43,-131,-107,-34,78,92,-104,12
-131,-34,-9,-24,-73,-151,-131,-53,97,82,-114,31
-53,4,9,-4,-53,-136,-102,-29,57,24,-55,30
-34,-19,14,0,-43,-136,-102,-39,15,26,-24,-2
-126,-82,-4,-9,-58,-156,-122,-48,44,104,-85,-19
-156,-107,-19,-24,-82,-165,-131,-63,49,131,-102,-29
-102,-92,-9,-14,-73,-151,-112,-53,10,97,-56,-41
-82,-97,4,4,-53,-136,-97,-24,-15,89,-33,-56
-126,-131,0,-9,-63,-151,-126,-43,-5,128,-60,-68
-92,-141,19,9,-48,-165,-165,-78,-49,116,-21,-95
-4,-107,68,68,-4,-146,-190,-97,-103,55,49,-105
-29,-68,102,117,29,-117,-204,-102,-39,48,5,-53
-141,-48,122,131,53,-122,-224,-126,93,94,-117,22
-170,-34,131,146,73,-117,-234,-126,136,102,-153,51
-141,-39,122,156,78,-82,-214,-117,102,90,-121,31
-190,-82,122,151,107,-19,-161,-87,108,136,-149,13
-200,-68,112,151,151,73,-48,-39,132,134,-166,32
-131,-4,92,156,195,165,78,0,127,67,-129,61
-68,4,63,146,219,273,239,43,72,32,-70,38
-73,24,53,136,302,453,488,107,97,24,-85,60
-43,102,34,146,390,668,795,190,145,-29,-94,123
39,161,0,141,444,858,1078,273,122,-100,-41,141
82,224,-19,136,463,1005,1366,380,142,-153,-30,183
112,370,-29,117,458,1132,1649,517,258,-241,-73,314
122,453,-24,102,444,1249,1883,590,331,-287,-104,392
92,429,-4,92,439,1337,2054,624,337,-260,-122,383
92,448,0,63,400,1410,2215,678,356,-270,-132,402
102,527,-9,34,331,1429,2337,702,425,-314,-161,476
63,531,-9,19,234,1268,2176,663,468,-297,-202,499
112,473,4,19,117,912,1708,561,361,-292,-124,417
165,439,4,-29,-34,473,1151,439,274,-302,-54,356
9,307,-19,-122,-234,48,590,326,298,-158,-144,302
-151,87,-9,-185,-400,-292,112,248,238,32,-194,162
