I,II,V1,V2,V3,V4,V5,V6,III,aVR,aVL,aVF
-107,-43,68,39,-78,-82,-204,34,64,75,-85,10
-107,-48,68,39,-78,-82,-200,34,59,77,-83,5
-117,-48,68,34,-82,-82,-200,34,69,82,-93,10
-107,-43,73,34,-82,-87,-209,34,64,75,-85,10
-73,-34,73,43,-73,-78,-190,39,39,53,-56,2
-92,-53,73,53,-82,-78,-165,43,39,72,-65,-7
-156,-97,73,39,-102,-97,-195,24,59,126,-107,-19
-180,-107,78,53,-112,-102,-204,9,73,143,-126,-17
-107,-43,117,82,-87,-97,-190,19,64,75,-85,10
-53,14,146,131,-53,-87,-175,34,67,19,-60,40
-78,-19,165,175,-29,-87,-204,24,59,48,-68,20
-97,-48,175,204,9,-68,-200,14,49,72,-73,0
-48,9,180,224,78,4,-156,53,57,19,-52,33
4,58,165,229,146,82,-112,97,54,-31,-25,56
29,63,126,190,214,165,-73,126,34,-46,-2,48
39,58,73,131,278,253,-19,156,19,-48,10,38
73,78,24,87,356,361,48,209,5,-75,34,41
136,102,-24,34,439,483,141,273,-34,-119,85,34
224,161,-102,-48,527,624,234,346,-63,-192,143,49
336,239,-209,-175,619,785,351,434,-97,-287,216,71
463,317,-341,-351,702,966,463,527,-146,-390,304,85
585,395,-483,-522,766,1137,566,610,-190,-490,387,102
663,448,-644,-707,785,1249,658,673,-215,-555,439,116
697,473,-810,-897,780,1312,707,712,-224,-585,460,124
717,473,-932,-1049,766,1351,746,751,-244,-595,480,114
717,463,-1000,-1156,702,1312,751,756,-254,-590,485,104
683,409,-1068,-1249,541,1137,678,722,-274,-546,478,67
634,366,-1107,-1346,287,878,556,653,-268,-500,451,49
605,331,-1102,-1395,39,610,429,566,-274,-468,439,28
536,273,-1107,-1415,-170,356,307,473,-263,-404,399,5
497,190,-1102,-1410,-370,117,165,375,-307,-343,402,-58
448,117,-1058,-1366,-556,-122,24,258,-331,-282,389,-107
366,34,-995,-1312,-727,-336,-117,156,-332,-200,349,-149
268,-48,-922,-1234,-844,-488,-209,87,-316,-110,292,-182
175,-117,-844,-1132,-858,-527,-253,43,-292,-29,233,-204
161,-131,-732,-980,-761,-473,-268,34,-292,-15,226,-211
200,-82,-605,-795,-624,-375,-263,58,-282,-59,241,-182
229,-48,-492,-639,-527,-317,-253,63,-277,-90,253,-162
170,-82,-419,-541,-473,-302,-268,43,-252,-44,211,-167
112,-92,-356,-444,-419,-287,-292,19,-204,-10,158,-148
92,-63,-283,-351,-361,-268,-302,19,-155,-14,123,-109
78,-68,-229,-283,-317,-244,-302,9,-146,-5,112,-107
24,-87,-175,-229,-263,-224,-292,4,-111,31,67,-99
-19,-87,-136,-190,-234,-200,-302,19,-68,53,24,-77
-19,-68,-92,-126,-209,-175,-292,34,-49,43,15,-58
9,-24,-39,-58,-161,-136,-283,43,-33,7,21,-28
9,-4,4,-14,-122,-112,-258,53,-13,-2,11,-8
0,0,39,24,-97,-92,-244,63,0,0,0,0
-19,-19,53,39,-87,-92,-253,43,0,19,-9,-9
-43,-39,58,43,-73,-87,-253,43,4,41,-23,-17
-43,-19,68,53,-63,-82,-253,43,24,31,-33,2
-29,9,78,68,-48,-73,-253,48,38,10,-33,23
-58,-14,73,78,-48,-68,-258,43,44,36,-51,15
-78,-14,82,82,-53,-68,-248,39,64,46,-71,25
-102,-53,82,87,-53,-73,-253,34,49,77,-75,-2
-122,-78,78,87,-58,-78,-248,29,44,100,-83,-17
-97,-63,78,97,-53,-78,-248,29,34,80,-65,-14
-73,-48,87,97,-43,-82,-239,29,25,60,-49,-11
-68,-43,87,92,-43,-78,-224,34,25,55,-46,-9
-63,-48,87,92,-43,-82,-224,39,15,55,-39,-16
-82,-58,78,92,-34,-73,-224,39,24,70,-53,-17
-92,-58,82,97,-34,-73,-214,39,34,75,-63,-12
-97,-63,82,102,-34,-73,-214,39,34,80,-65,-14
-102,-63,87,102,-34,-68,-219,34,39,82,-70,-12
-102,-63,97,102,-43,-78,-224,34,39,82,-70,-12
-97,-63,97,107,-34,-78,-229,34,34,80,-65,-14
-97,-53,97,117,-29,-68,-234,39,44,75,-70,-4
-92,-48,97,107,-29,-68,-229,39,44,70,-68,-2
-82,-29,97,112,-24,-53,-224,53,53,55,-67,12
-63,-19,102,117,-14,-48,-224,53,44,41,-53,12
-53,-9,112,122,-9,-43,-219,58,44,31,-48,17
-43,9,117,131,-4,-39,-214,58,52,17,-47,30
-29,9,112,146,0,-43,-214,53,38,10,-33,23
-34,9,117,146,4,-39,-224,53,43,12,-38,26
-53,4,117,146,4,-29,-224,58,57,24,-55,30
-58,4,112,146,9,-39,-224,58,62,27,-60,33
-53,4,112,141,19,-29,-224,63,57,24,-55,30
-48,-9,112,136,19,-29,-224,58,39,28,-43,15
-43,-9,112,136,4,-34,-219,58,34,26,-38,12
-29,-4,112,141,14,-34,-214,63,25,16,-27,10
-73,-19,107,141,14,-39,-219,58,54,46,-63,17
-73,-34,102,136,9,-43,-224,53,39,53,-56,2
-82,-58,97,131,4,-48,-229,48,24,70,-53,-17
-92,-97,92,126,0,-58,-234,39,-5,94,-43,-51
-92,-78,102,136,14,-43,-219,48,14,85,-53,-32
-102,-68,102,136,14,-34,-219,58,34,85,-68,-17
-87,-58,102,141,29,-19,-200,58,29,72,-58,-14
-58,-39,102,141,29,-9,-185,58,19,48,-38,-10
-43,-19,112,156,34,-9,-195,63,24,31,-33,2
-43,-4,117,161,39,-9,-185,73,39,23,-41,17
-29,9,122,165,53,-4,-195,78,38,10,-33,23
0,34,131,175,53,4,-195,82,34,-17,-17,34
0,19,126,170,43,0,-195,82,19,-9,-9,19
-9,9,117,161,39,-4,-200,82,18,0,-13,13
-4,-4,112,156,39,-9,-200,73,0,4,-2,-2
-29,-14,102,161,43,-14,-200,58,15,21,-22,0
-29,-4,107,165,53,4,-195,73,25,16,-27,10
-24,0,112,175,58,9,-200,73,24,12,-24,12
-19,0,117,180,73,14,-209,78,19,9,-19,9
-19,4,126,185,87,29,-204,92,23,7,-21,13
-34,-4,117,175,82,34,-185,92,30,19,-32,13
-48,-14,112,170,82,29,-185,87,34,31,-41,10
-58,-14,102,165,78,34,-204,87,44,36,-51,15
-63,-29,97,161,82,34,-204,82,34,46,-48,2
-43,-19,87,156,82,39,-209,73,24,31,-33,2
-39,-19,82,161,87,34,-209,73,20,29,-29,0
-34,-29,82,161,87,34,-209,73,5,31,-19,-12
-39,-29,78,156,82,29,-219,73,10,34,-24,-9
-39,-14,87,161,97,39,-195,78,25,26,-32,5
-39,-9,92,165,107,53,-175,87,30,24,-34,10
-24,0,97,180,122,63,-170,97,24,12,-24,12
-9,9,97,170,131,73,-161,102,18,0,-13,13
9,39,107,200,156,87,-146,112,30,-24,-10,34
34,39,112,204,161,102,-131,117,5,-36,14,22
34,48,112,204,161,107,-122,117,14,-41,10,31
34,43,102,209,161,112,-112,117,9,-38,12,26
34,29,87,204,170,112,-117,112,-5,-31,19,12
43,29,78,195,170,112,-112,112,-14,-36,28,7
39,24,73,185,170,117,-117,107,-15,-31,27,4
34,19,68,175,170,112,-122,107,-15,-26,24,2
48,29,63,180,180,126,-112,122,-19,-38,33,5
73,39,68,185,190,136,-97,126,-34,-56,53,2
97,63,73,190,204,151,-92,126,-34,-80,65,14
117,82,73,190,214,165,-78,131,-35,-99,76,23
97,73,63,170,209,161,-102,122,-24,-85,60,24
87,63,48,165,200,151,-107,122,-24,-75,55,19
53,29,39,156,195,146,-112,122,-24,-41,38,2
58,29,39,156,190,141,-126,122,-29,-43,43,0
63,39,39,161,190,146,-126,122,-24,-51,43,7
87,39,39,161,190,146,-112,126,-48,-63,67,-4
102,53,43,161,190,151,-112,141,-49,-77,75,2
117,73,43,151,190,161,-112,141,-44,-95,80,14
141,73,34,156,195,161,-122,136,-68,-107,104,2
136,63,29,156,195,156,-131,136,-73,-99,104,-5
126,53,19,151,185,151,-151,131,-73,-89,99,-10
112,19,19,136,170,141,-170,112,-93,-65,102,-37
82,-9,14,131,170,136,-170,122,-91,-36,86,-50
82,-9,19,122,165,136,-165,131,-91,-36,86,-50
78,4,14,117,165,131,-151,141,-74,-41,76,-35
78,24,19,117,165,131,-161,141,-54,-51,66,-15
107,29,19,117,165,131,-185,122,-78,-68,92,-24
112,29,19,107,161,122,-175,122,-83,-70,97,-27
117,39,14,102,156,122,-195,126,-78,-78,97,-19
122,43,9,102,151,117,-209,126,-79,-82,100,-18
112,53,9,112,141,122,-214,122,-59,-82,85,-3
107,34,9,107,131,122,-219,126,-73,-70,90,-19
92,29,9,102,126,107,-214,126,-63,-60,77,-17
87,9,9,97,122,97,-204,131,-78,-48,82,-34
82,19,19,102,112,102,-214,126,-63,-50,72,-22
82,29,19,92,107,92,-214,122,-53,-55,67,-12
82,29,19,87,97,82,-214,117,-53,-55,67,-12
73,29,19,87,87,82,-219,117,-44,-51,58,-7
58,19,14,78,73,78,-239,107,-39,-38,48,-10
53,9,19,78,73,73,-239,107,-44,-31,48,-17
48,-4,14,78,73,68,-219,117,-52,-22,50,-28
39,-14,9,73,68,53,-219,107,-53,-12,46,-33
19,-19,-4,53,53,43,-224,102,-38,0,28,-28
9,-34,-4,43,43,29,-224,97,-43,12,26,-38
14,-34,0,53,43,24,-224,97,-48,10,31,-41
9,-34,4,53,39,24,-224,97,-43,12,26,-38
9,-24,9,58,39,24,-219,97,-33,7,21,-28
24,-4,9,58,39,24,-219,102,-28,-10,26,-16
14,-19,4,53,29,14,-219,102,-33,2,23,-26
-9,-34,4,53,29,9,-209,97,-25,21,8,-29
19,14,19,73,43,19,-195,97,-5,-16,12,4
34,29,29,78,39,24,-204,102,-5,-31,19,12
48,39,39,78,39,19,-209,112,-9,-43,28,15
73,87,48,82,39,29,-204,122,14,-80,29,50
68,68,48,82,34,14,-214,117,0,-68,34,34
58,48,48,82,29,9,-224,112,-10,-53,34,19
48,53,53,82,19,0,-214,107,5,-50,21,29
48,19,48,78,14,-4,-204,102,-29,-33,38,-5
14,-9,48,73,4,-9,-214,102,-23,-2,18,-16
-14,-14,63,73,0,-9,-229,102,0,14,-7,-7
-14,-4,68,78,0,-9,-229,102,10,9,-12,3
-24,-9,78,82,9,-9,-229,102,15,16,-19,3
-14,-4,68,82,9,-9,-224,102,10,9,-12,3
-29,-9,68,82,-4,-19,-234,102,20,19,-24,5
-29,-14,68,73,-9,-29,-244,92,15,21,-22,0
-34,-24,73,73,-14,-34,-244,82,10,29,-22,-7
-24,-14,78,63,-29,-39,-234,82,10,19,-17,-2
-14,19,78,63,-29,-39,-234,87,33,-2,-23,26
-14,19,78,73,-24,-39,-239,87,33,-2,-23,26
-43,4,82,78,-24,-43,-239,78,47,19,-45,25
-48,0,73,87,-19,-43,-253,87,48,24,-48,24
-14,29,82,87,-19,-43,-253,92,43,-7,-28,36
0,34,82,87,-24,-48,-244,92,34,-17,-17,34
9,39,82,87,-24,-53,-234,87,30,-24,-10,34
-14,19,73,78,-29,-63,-234,82,33,-2,-23,26
-29,9,73,82,-34,-63,-234,78,38,10,-33,23
-39,4,82,87,-39,-63,-239,78,43,17,-41,23
-53,-4,82,87,-43,-73,-239,73,49,28,-51,22
-68,-24,78,78,-63,-82,-239,63,44,46,-56,10
-102,-43,73,73,-63,-82,-244,58,59,72,-80,8
-117,-58,68,73,-63,-82,-258,53,59,87,-88,0
-141,-78,68,78,-63,-87,-253,43,63,109,-102,-7
-112,-43,82,92,-48,-73,-234,63,69,77,-90,13
-78,-29,92,97,-48,-68,-219,63,49,53,-63,10
-48,-4,97,102,-43,-73,-214,73,44,26,-46,20
-29,24,107,107,-34,-68,-200,87,53,2,-41,38
-39,0,102,107,-34,-68,-195,78,39,19,-39,19
-43,-14,102,107,-39,-73,-190,78,29,28,-36,7
-82,-29,107,107,-39,-73,-195,78,53,55,-67,12
-102,-29,107,112,-39,-68,-195,82,73,65,-87,22
-73,-4,112,107,-34,-68,-190,87,69,38,-71,32
-58,4,122,107,-34,-63,-190,87,62,27,-60,33
-53,9,122,107,-39,-63,-200,78,62,22,-57,35
-58,4,117,107,-43,-78,-209,68,62,27,-60,33
-73,-19,117,107,-53,-87,-214,58,54,46,-63,17
-92,-58,117,107,-63,-87,-234,58,34,75,-63,-12
-126,-87,112,102,-63,-92,-244,53,39,106,-82,-24
-161,-102,112,97,-63,-92,-258,48,59,131,-110,-21
-151,-78,117,112,-48,-82,-248,58,73,114,-112,-2
-122,-53,126,126,-39,-78,-248,68,69,87,-95,8
-87,-4,131,136,-29,-68,-248,78,83,45,-85,39
-63,9,141,146,-29,-68,-248,78,72,27,-67,40
-78,0,141,141,-29,-78,-258,87,78,39,-78,39
-68,0,136,136,-24,-68,-244,87,68,34,-68,34
-63,9,151,136,-24,-48,-244,87,72,27,-67,40
-34,39,151,146,-9,-48,-239,107,73,-2,-53,56
-68,14,146,136,-19,-58,-244,82,82,27,-75,48
-97,-9,136,131,-29,-68,-253,78,88,53,-92,39
-126,-34,122,126,-39,-73,-268,73,92,80,-109,29
-126,-48,131,131,-39,-73,-278,73,78,87,-102,15
-107,-53,141,126,-48,-68,-273,68,54,80,-80,0
-97,-43,131,122,-48,-78,-273,68,54,70,-75,5
0,63,161,151,-9,-39,-244,107,63,-31,-31,63
73,161,200,190,24,-9,-224,141,88,-117,-7,124
29,126,204,185,29,-9,-224,146,97,-77,-34,111
14,117,190,175,19,-9,-224,131,103,-65,-44,110
0,107,185,175,19,-9,-224,126,107,-53,-53,107
-14,97,180,175,19,-9,-224,122,111,-41,-62,104
-29,87,175,175,19,-9,-224,117,116,-29,-72,101
-14,82,185,170,24,-14,-224,122,96,-34,-55,89
-9,87,190,180,29,-9,-224,122,96,-39,-52,91
4,82,195,190,34,-4,-214,131,78,-43,-37,80
4,78,195,195,34,4,-214,131,74,-41,-35,76
-14,48,180,180,19,-14,-229,122,62,-17,-38,55
-63,14,170,161,0,-24,-239,112,77,24,-70,45
-97,-19,156,146,-4,-24,-244,107,78,58,-87,29
-117,-29,141,136,-9,-24,-244,102,88,73,-102,29
-63,9,151,151,4,-14,-239,117,72,27,-67,40
-9,43,151,151,9,-4,-234,126,52,-17,-30,47
-4,68,151,151,24,0,-229,136,72,-32,-38,70
14,92,151,156,19,4,-224,141,78,-53,-32,85
-4,82,136,151,14,4,-234,131,86,-39,-45,84
-4,78,131,141,14,4,-234,131,82,-37,-43,80
4,73,122,136,14,0,-234,131,69,-38,-32,71
24,82,122,136,14,0,-244,131,58,-53,-17,70
19,78,117,117,0,-4,-263,122,59,-48,-20,68
24,73,112,112,-4,-9,-268,126,49,-48,-12,61
9,58,92,97,-9,-9,-268,112,49,-33,-20,53
-14,19,73,78,-24,-34,-273,102,33,-2,-23,26
-39,0,78,78,-34,-34,-287,97,39,19,-39,19
-19,0,68,68,-34,-34,-292,97,19,9,-19,9
-34,9,58,63,-39,-34,-292,97,43,12,-38,26
-43,0,58,63,-39,-29,-287,97,43,21,-43,21
-19,19,73,68,-34,-29,-283,107,38,0,-28,28
-4,14,73,68,-34,-34,-297,102,18,-5,-11,16
-4,19,68,68,-39,-34,-302,97,23,-7,-13,21
9,29,68,73,-34,-34,-297,97,20,-19,-5,24
19,39,68,82,-19,-24,-287,112,20,-29,0,29
34,58,82,87,-14,-19,-278,122,24,-46,5,41
43,68,92,92,-9,-14,-278,126,25,-55,9,46
58,82,92,92,-9,-9,-268,131,24,-70,17,53
43,63,87,78,-14,-14,-273,117,20,-53,11,41
9,34,82,73,-24,-24,-292,102,25,-21,-8,29
-4,24,78,68,-34,-29,-297,97,28,-10,-16,26
-19,14,73,63,-43,-39,-292,97,33,2,-26,23
-19,24,82,68,-39,-34,-287,102,43,-2,-31,33
-14,24,82,73,-39,-39,-292,97,38,-5,-26,31
-39,4,82,68,-48,-53,-307,92,43,17,-41,23
-58,-24,82,68,-43,-58,-302,82,34,41,-46,5
-78,-43,78,63,-58,-68,-297,82,35,60,-56,-4
-87,-43,78,58,-63,-68,-302,82,44,65,-65,0
-107,-43,78,58,-68,-73,-307,78,64,75,-85,10
-112,-43,73,58,-68,-73,-312,78,69,77,-90,13
-97,-14,73,63,-63,-68,-322,73,83,55,-90,34
-78,-4,82,63,-63,-63,-322,73,74,41,-76,35
-58,9,87,68,-63,-63,-312,82,67,24,-62,38
-48,9,87,68,-63,-63,-312,82,57,19,-52,33
-68,-19,73,53,-82,-87,-322,68,49,43,-58,15
-87,-53,63,43,-87,-92,-336,63,34,70,-60,-9
-122,-78,58,34,-92,-97,-346,63,44,100,-83,-17
-156,-97,48,24,-97,-102,-351,63,59,126,-107,-19
-126,-58,58,43,-92,-92,-346,73,68,92,-97,5
-92,-29,68,48,-87,-87,-341,73,63,60,-77,17
-53,4,78,58,-78,-78,-336,82,57,24,-55,30
-14,34,87,68,-63,-68,-322,92,48,-10,-31,41
-29,29,92,68,-48,-58,-307,102,58,0,-43,43
-34,19,102,73,-48,-53,-312,102,53,7,-43,36
-39,14,107,73,-48,-53,-322,102,53,12,-46,33
-43,19,112,68,-48,-58,-326,102,62,12,-52,40
-73,-19,97,53,-73,-73,-336,92,54,46,-63,17
-92,-48,78,48,-78,-82,-336,82,44,70,-68,-2
-107,-58,63,43,-82,-92,-336,73,49,82,-78,-4
-117,-58,53,39,-82,-97,-336,68,59,87,-88,0
-97,-34,63,53,-78,-92,-312,73,63,65,-80,14
-78,-34,73,63,-73,-87,-312,78,44,56,-61,5
-78,-34,78,63,-73,-92,-312,78,44,56,-61,5
-58,-24,82,68,-78,-92,-317,78,34,41,-46,5
-68,-34,68,58,-78,-92,-326,78,34,51,-51,0
-78,-39,68,63,-73,-87,-317,78,39,58,-58,0
-68,-29,73,63,-73,-82,-317,78,39,48,-53,5
-78,-29,78,63,-68,-82,-317,82,49,53,-63,10
-68,-24,78,63,-78,-92,-322,73,44,46,-56,10
-78,-29,78,58,-78,-92,-317,73,49,53,-63,10
-97,-29,78,48,-82,-92,-317,73,68,63,-82,19
-97,-24,82,43,-82,-97,-326,73,73,60,-85,24
-63,-14,92,63,-53,-78,-297,97,49,38,-56,17
-73,-4,92,82,-53,-78,-302,102,69,38,-71,32
-97,0,122,87,-73,-87,-322,102,97,48,-97,48
-112,-9,117,82,-82,-102,-331,87,103,60,-107,47
-146,-53,107,92,-78,-107,-336,58,93,99,-119,20
-161,-92,136,122,-63,-107,-351,53,69,126,-115,-11
-175,-97,175,165,-39,-97,-361,43,78,136,-126,-9
-156,-58,185,204,0,-78,-356,53,98,107,-127,20
-107,-29,180,204,58,-34,-322,82,78,68,-92,24
-82,-48,136,180,117,34,-287,107,34,65,-58,-7
-19,-24,87,141,185,126,-248,136,-5,21,-7,-14
97,68,53,112,268,244,-185,195,-29,-82,63,19
190,156,24,78,366,380,-97,268,-34,-173,112,61
244,190,-34,34,478,522,-4,331,-54,-217,149,68
263,170,-131,-68,546,653,87,395,-93,-216,178,38
297,151,-268,-234,600,785,156,453,-146,-224,221,2
405,229,-400,-409,663,936,268,546,-176,-317,290,26
566,385,-522,-551,756,1117,400,658,-181,-475,373,102
751,556,-634,-688,824,1268,502,771,-195,-653,473,180
883,649,-751,-829,849,1371,580,858,-234,-766,558,207
893,629,-873,-971,824,1390,610,878,-264,-761,578,182
863,590,-971,-1107,722,1302,566,844,-273,-726,568,158
839,527,-1049,-1229,492,1068,453,771,-312,-683,575,107
761,434,-1098,-1337,209,771,312,663,-327,-597,544,53
644,322,-1102,-1395,-39,492,185,566,-322,-483,483,0
546,224,-1107,-1415,-258,239,43,473,-322,-385,434,-49
478,141,-1093,-1420,-448,9,-107,366,-337,-309,407,-98
429,68,-1049,-1376,-634,-209,-258,268,-361,-248,395,-146
375,24,-976,-1293,-785,-395,-361,195,-351,-199,363,-163
326,-9,-893,-1195,-844,-488,-434,136,-335,-158,330,-172
292,-29,-805,-1063,-810,-488,-468,112,-321,-131,306,-175
268,-43,-692,-912,-732,-444,-492,92,-311,-112,289,-177
229,-63,-575,-766,-634,-414,-497,78,-292,-83,260,-177
161,-97,-473,-629,-566,-385,-507,63,-258,-32,209,-177
112,-102,-370,-502,-483,-341,-502,63,-214,-5,163,-158
141,-43,-278,-375,-380,-268,-507,87,-184,-49,162,-113
161,14,-195,-273,-292,-219,-488,97,-147,-87,154,-66
117,-9,-141,-204,-239,-185,-478,97,-126,-54,121,-67
73,-39,-126,-151,-195,-165,-478,92,-112,-17,92,-75
78,0,-87,-112,-175,-151,-497,87,-78,-39,78,-39
58,0,-34,-68,-170,-146,-507,82,-58,-29,58,-29
-19,-43,0,-39,-161,-156,-497,82,-24,31,2,-33
-68,-63,24,-4,-141,-151,-492,82,5,65,-36,-29
-107,-78,39,24,-117,-131,-517,73,29,92,-68,-24
-131,-107,34,34,-97,-126,-517,63,24,119,-77,-41
-151,-136,39,34,-82,-117,-517,63,15,143,-83,-60
-146,-126,48,39,-73,-107,-517,63,20,136,-83,-53
-126,-107,58,48,-58,-92,-517,68,19,116,-72,-44
-107,-87,68,63,-63,-87,-507,78,20,97,-63,-33
-97,-53,82,73,-63,-87,-492,78,44,75,-70,-4
-92,-58,87,82,-58,-92,-492,78,34,75,-63,-12
-82,-48,87,87,-58,-97,-483,78,34,65,-58,-7
-73,-29,97,107,-34,-82,-492,78,44,51,-58,7
-53,-19,107,107,-24,-82,-483,78,34,36,-43,7
-53,-19,107,102,-24,-73,-468,82,34,36,-43,7
-53,-29,107,102,-24,-73,-468,87,24,41,-38,-2
-53,-4,112,107,-14,-68,-463,92,49,28,-51,22
-53,9,122,117,-14,-63,-448,97,62,22,-57,35
-48,19,126,126,-14,-58,-444,102,67,14,-57,43
-43,34,136,131,-14,-48,-444,102,77,4,-60,55
-43,14,126,141,-4,-39,-458,102,57,14,-50,35
-39,4,126,146,4,-39,-463,102,43,17,-41,23
-39,4,126,156,9,-29,-468,107,43,17,-41,23
-34,0,126,146,9,-29,-463,107,34,17,-34,17
-29,14,112,141,4,-34,-473,107,43,7,-36,28
-14,19,112,136,4,-39,-478,102,33,-2,-23,26
-9,24,117,131,0,-43,-478,102,33,-7,-21,28
-4,39,117,131,-4,-48,-478,97,43,-17,-23,41
-14,29,112,136,-9,-48,-483,82,43,-7,-28,36
-34,9,117,136,-4,-48,-497,82,43,12,-38,26
-68,-14,117,136,-4,-43,-502,87,54,41,-61,20
-87,-34,112,136,0,-58,-507,87,53,60,-70,9
-78,-29,112,131,0,-58,-512,82,49,53,-63,10
-68,-39,112,126,0,-58,-517,78,29,53,-48,-5
-58,-34,112,126,-14,-63,-517,78,24,46,-41,-5
-39,-24,112,131,-4,-63,-517,82,15,31,-27,-4
-53,-14,117,146,0,-53,-517,73,39,33,-46,12
-43,-4,122,146,0,-53,-517,73,39,23,-41,17
-43,-4,126,146,0,-53,-517,73,39,23,-41,17
-43,-19,131,146,0,-58,-517,68,24,31,-33,2
-63,-39,126,146,14,-48,-512,78,24,51,-43,-7
-92,-48,122,146,14,-43,-512,87,44,70,-68,-2
-97,-58,117,151,29,-34,-492,87,39,77,-68,-9
-87,-58,112,151,29,-29,-478,87,29,72,-58,-14
-78,-68,112,156,29,-34,-497,78,10,73,-44,-29
-92,-73,107,151,29,-39,-497,82,19,82,-55,-27
-92,-78,102,146,39,-39,-517,82,14,85,-53,-32
-78,-73,102,146,34,-34,-527,82,5,75,-41,-34
-92,-73,87,141,24,-29,-527,78,19,82,-55,-27
-107,-78,78,131,19,-34,-531,82,29,92,-68,-24
-107,-87,73,126,19,-39,-531,78,20,97,-63,-33
-136,-92,63,131,24,-43,-531,68,44,114,-90,-24
-73,-34,92,151,43,-19,-517,92,39,53,-56,2
-14,19,112,175,58,0,-512,102,33,-2,-23,26
43,68,131,195,82,19,-512,117,25,-55,9,46
97,122,156,214,107,48,-497,141,25,-109,36,73
82,97,146,204,102,53,-478,136,15,-89,33,56
68,82,141,200,102,48,-478,136,14,-75,27,48
58,78,131,195,97,53,-497,141,20,-68,19,49
53,58,126,190,102,53,-497,141,5,-55,24,31
48,63,136,195,107,53,-497,136,15,-55,16,39
39,58,131,200,117,53,-502,131,19,-48,10,38
29,43,131,200,122,58,-507,126,14,-36,7,28
9,39,126,195,122,58,-522,122,30,-24,-10,34
19,48,112,195,131,73,-512,122,29,-33,-5,38
19,48,112,195,136,82,-497,126,29,-33,-5,38
34,53,112,204,146,87,-497,131,19,-43,7,36
48,58,107,190,151,92,-492,131,10,-53,19,34
43,58,102,200,151,87,-497,126,15,-50,14,36
53,39,102,195,151,92,-492,126,-14,-46,33,12
39,29,97,185,146,87,-492,122,-10,-34,24,9
24,4,82,180,141,82,-492,117,-20,-14,22,-8
29,4,92,185,156,87,-502,117,-25,-16,27,-10
43,9,87,185,161,92,-492,122,-34,-26,38,-12
43,9,87,185,165,102,-492,122,-34,-26,38,-12
43,9,87,185,170,102,-492,126,-34,-26,38,-12
58,24,78,185,175,112,-492,141,-34,-41,46,-5
82,29,78,185,180,117,-478,146,-53,-55,67,-12
107,48,78,185,190,126,-473,146,-59,-77,83,-5
126,63,73,180,195,136,-458,151,-63,-94,94,0
126,73,68,175,195,146,-468,141,-53,-99,89,10
126,73,58,175,190,141,-468,141,-53,-99,89,10
102,48,53,170,190,141,-468,141,-54,-75,78,-3
117,58,58,175,190,141,-478,141,-59,-87,88,0
78,14,34,156,175,131,-488,131,-64,-46,71,-25
58,-29,19,141,170,117,-483,126,-87,-14,72,-58
29,-58,9,126,165,107,-492,131,-87,14,58,-72
0,-82,-4,102,161,102,-502,122,-82,41,41,-82
68,-29,19,117,175,107,-483,131,-97,-19,82,-63
97,14,29,136,185,117,-483,146,-83,-55,90,-34
122,58,34,151,185,126,-492,156,-64,-90,93,-3
141,78,48,156,180,131,-502,151,-63,-109,102,7
117,29,29,136,161,112,-522,131,-88,-73,102,-29
112,9,19,112,146,107,-527,131,-103,-60,107,-47
102,4,0,92,136,97,-522,131,-98,-53,100,-47
97,4,-9,78,126,92,-541,122,-93,-50,95,-44
126,34,9,102,136,112,-536,122,-92,-80,109,-29
141,58,19,107,141,112,-517,131,-83,-99,112,-12
156,92,24,117,146,122,-527,146,-64,-124,110,14
170,122,29,131,151,126,-531,156,-48,-146,109,37
161,107,19,126,151,131,-527,156,-54,-134,107,26
156,82,19,117,141,131,-531,156,-74,-119,115,4
141,73,19,107,136,117,-527,151,-68,-107,104,2
136,48,19,97,131,107,-517,151,-88,-92,112,-20
107,24,4,78,102,82,-541,126,-83,-65,95,-29
92,19,0,63,87,63,-556,112,-73,-55,82,-27
78,4,-4,53,68,43,-570,97,-74,-41,76,-35
53,-9,-9,48,48,34,-590,87,-62,-22,57,-35
63,4,0,63,53,48,-590,102,-59,-33,61,-27
73,9,9,68,63,53,-580,107,-64,-41,68,-27
82,9,9,73,73,58,-551,122,-73,-45,77,-32
87,14,9,73,78,53,-541,117,-73,-50,80,-29
78,14,14,63,58,39,-551,102,-64,-46,71,-25
68,4,14,53,43,19,-556,97,-64,-36,66,-30
73,9,19,63,39,9,-561,97,-64,-41,68,-27
68,14,24,63,29,4,-566,97,-54,-41,61,-20
58,14,29,68,39,14,-561,87,-44,-36,51,-15
63,24,29,68,39,14,-561,92,-39,-43,51,-7
43,0,24,63,29,4,-561,92,-43,-21,43,-21
9,-24,24,63,29,0,-551,87,-33,7,21,-28
24,14,43,73,39,4,-546,92,-10,-19,17,2
24,9,48,78,29,4,-556,92,-15,-16,19,-3
24,0,53,78,24,-4,-561,97,-24,-12,24,-12
34,29,58,82,19,0,-556,102,-5,-31,19,12
39,34,63,97,24,0,-556,102,-5,-36,22,14
39,29,68,102,29,0,-566,102,-10,-34,24,9
39,48,78,107,29,-4,-556,102,9,-43,15,28
48,29,78,107,34,-4,-546,102,-19,-38,33,5
4,-9,63,97,9,-29,-561,97,-13,2,8,-11
-24,-24,63,82,-9,-39,-590,82,0,24,-12,-12
